,xmin,ymin,xmax,ymax,confidence,class,name
0,746.4747314453125,274.9249572753906,761.4825439453125,292.81597900390625,0.6475800275802612,0,Wildfire-Spot
1,162.6587677001953,257.6966247558594,171.29295349121094,268.24908447265625,0.3070758879184723,0,Wildfire-Spot
